LASTUPDATEDATE,BUILDINGNAMEID,ENGLISHBUILDINGNAME,CHINESEBUILDINGNAME,NAMESTATUS,ST_CODE
2023/09/03 00:00:00,"1109967200",Empire Apartments,璇宮大廈,E,
2023/09/03 00:00:00,"1109967221",Provident Centre Block 7,和富中心第７座,E,"75248"
2023/09/03 00:00:00,"1109967205",Ming Fai Building Block B,明暉大廈Ｂ座,E,"76225"
2023/09/03 00:00:00,"1109967203",Provident Centre Block 6,和富中心第６座,E,"75248"
2023/09/03 00:00:00,"1109967235",Kar Man Court,嘉文樓,E,"72319"
2023/09/03 00:00:00,"1109967226",Seaview Garden,海景台,E,
2023/09/03 00:00:00,"1109967161",Sea View Building,海景大樓,E,
2023/09/03 00:00:00,"1109967213","Mount Butler Road, No. 111 Flat K",畢拉山道１１１號Ｋ座,E,"75484"
2023/09/03 00:00:00,"1109967165",Golden Castle Mansion Block B,金堡大廈Ｂ座,E,"79471"
2023/09/03 00:00:00,"1109967246",Provident Centre Block 9,和富中心第９座,E,"75248"
2023/09/03 00:00:00,"1109967170",The Legend Tower II,名門揚名殿,E,"79802"
2023/09/03 00:00:00,"1109967192","Mount Butler Road, No. 111 Flat C",畢拉山道１１１號Ｃ座,E,"75484"
2023/09/03 00:00:00,"1109967214",Provident Centre Block 4,和富中心第４座,E,"75248"
2023/09/03 00:00:00,"1109967159",Le Sommet Block 2,豪廷峯第二座,E,"76558"
2023/09/03 00:00:00,"1109967236",The Wharf,和富豪庭,E,
2023/09/03 00:00:00,"1109967164",Linden Height,年達園,E,"72425"
2023/09/03 00:00:00,"1109967167",High View Mansion,高瞻台,E,"72305"
2023/09/03 00:00:00,"1109967158",Nam Tin Building,南天大廈,E,"73152"
2023/09/03 00:00:00,"1109967250",Evelyn Towers Block E-H,雲景臺Ｅ－Ｈ座,E,"76224"
2023/09/03 00:00:00,"1109967240",Kin Yip Mansion,建業大廈,E,
2023/09/03 00:00:00,"1109967212",Carnival Commercial Building,嘉滙商業大廈,E,
2023/09/03 00:00:00,"1109967198",Butler Towers Block A - B,柏麗園Ａ－Ｂ座,E,"75486"
2023/09/03 00:00:00,"1109967207","Mount Butler Road, No. 111 Flat J",畢拉山道１１１號Ｊ座,E,"75484"
2023/09/03 00:00:00,"1109967166",North Point Centre Block A,北角中心大廈Ａ座,E,"79470"
2023/09/03 00:00:00,"1109967163","Mount Butler Road, No. 111 Flat E",畢拉山道１１１號Ｅ座,E,"75484"
2023/09/03 00:00:00,"1109967195",Wellborne Commercial Centre,威邦商業中心,E,
2023/09/03 00:00:00,"1109967189",The Legend Tower I,名門顯名殿,E,"79802"
2023/09/03 00:00:00,"1109967215",Jones Mansion,中天廔,E,"72307"
2023/09/03 00:00:00,"1109967222",Repulse Bay Beach Road Refuse Collection Point,淺水灣海灘道垃圾收集站,E,
2023/09/03 00:00:00,"1109967255",Glen Circuit Apartments,雲景大廈,E,"72341"
2023/09/03 00:00:00,"1109967249",Hang Ying Building,恒英大廈,E,
2023/09/03 00:00:00,"1109967227",Winner House,雲華大廈,E,
2023/09/03 00:00:00,"1109967244",Sky Horizon Tower 2,海天峰２座,E,"79011"
2023/09/03 00:00:00,"1109967202",Hacienda,衡峰閣,E,"72320"
2023/09/03 00:00:00,"1109967219",Hua Hai Building,華海大廈,E,
2023/09/03 00:00:00,"1109967220",Majestic Apartments,麗宮大廈,E,
2023/09/03 00:00:00,"1109967180",Circle Court,永光閣,E,"72810"
2023/09/03 00:00:00,"1109967237",Provident Centre Block 8,和富中心第８座,E,"75248"
2023/09/03 00:00:00,"1109967160","Mount Butler Road, No. 111 Flat F",畢拉山道１１１號Ｆ座,E,"75484"
2023/09/03 00:00:00,"1109967194",Ming Fai Building Block A,明暉大廈Ａ座,E,"76225"
2023/09/03 00:00:00,"1109967168",Clementi Secondary School,金文泰中學,E,"78748"
2023/09/03 00:00:00,"1109967177",Lai Tak Tsuen Block 8 Substation,勵德邨第八座變壓站,E,"75252"
2023/09/03 00:00:00,"1109967282",Loong Wan Building,隆運大廈,E,
2023/09/03 00:00:00,"1109967320",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967280",Provident Centre Block 11,和富中心第１１座,E,"75248"
2023/09/03 00:00:00,"1109967305",Hung Yue Mansion,宏裕大廈,E,
2023/09/03 00:00:00,"1109967272",North Point Asia-Pac Centre,北角亞太廣場,O,
2023/09/03 00:00:00,"1109967297",Coral Court Block A6,珊瑚閣Ａ６座,E,"75346"
2023/09/03 00:00:00,"1109967306",Repulse Bay Mansions Block C,淺水灣大廈Ｃ座,E,"75330"
2023/09/03 00:00:00,"1109967327",Provident Centre Block 14,和富中心第１４座,E,"75248"
2023/09/03 00:00:00,"1109967324",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967317",Wah Shing Mansion,華誠洋樓,E,
2023/09/03 00:00:00,"1109967294",Provident Centre Block 12A,和富中心第１２Ａ座,E,"75248"
2023/09/03 00:00:00,"1109967329",The Jockey Club Cheshire Home,賽馬會慈氏護養院,E,
2023/09/03 00:00:00,"1109967322",Ngan Fai Building,銀輝大廈,E,
2023/09/03 00:00:00,"1109967271",North Point Asia-Pac Commercial Centre,北角亞太商業中心,E,
2023/09/03 00:00:00,"1109967352",Aik San Mansion,益新洋樓,E,
2023/09/03 00:00:00,"1109967290",May Ka Mansion,美嘉洋樓,E,
2023/09/03 00:00:00,"1109967318",Coral Court Block B6,珊瑚閣Ｂ６座,E,"75346"
2023/09/03 00:00:00,"1109967262",Provident Centre Block 10,和富中心第１０座,E,"75248"
2023/09/03 00:00:00,"1109967292",Maiden Court Block A,萬德閣Ａ座,E,"75349"
2023/09/03 00:00:00,"1109967277",Millan House,文瀾樓,E,"73161"
2023/09/03 00:00:00,"1109967342",Ka Hing Building,嘉興大廈,E,
2023/09/03 00:00:00,"1109967349",Provident Centre Block 15,和富中心第１５座,E,"75248"
2023/09/03 00:00:00,"1109967270",Wah Kin Mansion,華健大廈,E,
2023/09/03 00:00:00,"1109967328",Coral Court Block B5,珊瑚閣Ｂ５座,E,"75346"
2023/09/03 00:00:00,"1109967273",Prosperity Building,金豐大廈,E,"73157"
2023/09/03 00:00:00,"1109967351",Wai Wing Building,偉榮洋樓,E,"72328"
2023/09/03 00:00:00,"1109967296",Yen Po Court,仁寶閣,E,
2023/09/03 00:00:00,"1109967347",Yiu Ming Building,耀明大廈,E,
2023/09/03 00:00:00,"1109967299",Ching Fai Terrace,清暉臺,E,
2023/09/03 00:00:00,"1109967258",Wing Shun Mansion,永順大廈,E,"72310"
2023/09/03 00:00:00,"1109967293",Tsing Wan Building,青雲大廈,E,"73162"
2023/09/03 00:00:00,"1109967336",Bank Tower,銀輝中心,E,
2023/09/03 00:00:00,"1109967355",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967275",Raymond Court,俊文樓,E,
2023/09/03 00:00:00,"1109967350",Ching Wah Building,清華大廈,E,"72311"
2023/09/03 00:00:00,"1109967288",Hang Seng North Point Building,恒生北角大廈,E,"73167"
2023/09/03 00:00:00,"1109967265",Beach Centre,海濱中心,E,
2023/09/03 00:00:00,"1109967259",Garland House,嘉雲樓,E,"73156"
2023/09/03 00:00:00,"1109967353",May Wei Mansion,美威大廈,E,"72332"
2023/09/03 00:00:00,"1109967325",Kava Mansion,嘉華洋樓,E,
2023/09/03 00:00:00,"1109967331",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967286",Yee On Mansion,宜安大廈,E,"73166"
2023/09/03 00:00:00,"1109967298",Provident Centre Block 12,和富中心第１２座,E,"75248"
2023/09/03 00:00:00,"1109967332",Kwok On House,國安大廈,E,"73160"
2023/09/03 00:00:00,"1109967348",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967345",Coral Court Block A2,珊瑚閣Ａ２座,E,"75346"
2023/09/03 00:00:00,"1109967341",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967267",Hanking Court Block D,恆景Ｄ座,E,"79206"
2023/09/03 00:00:00,"1109967314",Sentact Building,新達大廈,E,
2023/09/03 00:00:00,"1109967279",Repulse Bay Mansions Block A,淺水灣大廈Ａ座,E,"75330"
2023/09/03 00:00:00,"1109967276",Kin Ming Building,建明大廈,E,
2023/09/03 00:00:00,"1109967313",Universal Towers Block A,宇宙閣Ａ座,E,"76842"
2023/09/03 00:00:00,"1109967268",Evelyn Towers Block J-K,雲景臺Ｊ－Ｋ座,E,"76224"
2023/09/03 00:00:00,"1109967301",Shue Yan University Library Complex,樹仁大學圖書館綜合大樓,E,"77355"
2023/09/03 00:00:00,"1109967261",Fair Wind,天風樓,E,
2023/09/03 00:00:00,"1109967330",Jade Mansion,寶翠洋樓,E,
2023/09/03 00:00:00,"1109967269",Evelyn Towers Block A-D,雲景臺Ａ－Ｄ座,E,"76224"
2023/09/03 00:00:00,"1109967295",Hanking Court Block A,恆景Ａ座,E,"79206"
2023/09/03 00:00:00,"1109967319",Coral Court Block C3,珊瑚閣Ｃ３座,E,"75346"
2023/09/03 00:00:00,"1109967266",King Man Court,景文樓,E,"72309"
2023/09/03 00:00:00,"1109967356",Coral Court Block B2,珊瑚閣Ｂ２座,E,"75346"
2023/09/03 00:00:00,"1109967291",Java Mansion,渣華大樓,E,
2023/09/03 00:00:00,"1109967283",Mido Apartments,美都大廈,E,
2023/09/03 00:00:00,"1109967340",Coral Court Block B4,珊瑚閣Ｂ４座,E,"75346"
2023/09/03 00:00:00,"1109967339",Coral Court Block C2,珊瑚閣Ｃ２座,E,"75346"
2023/09/03 00:00:00,"1109967335",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967326",Two Chinachem Exchange Square,華懋交易廣場ＩＩ期,E,
2023/09/03 00:00:00,"1109967260",Homestead Mansion,怡和苑,E,"72342"
2023/09/03 00:00:00,"1109967323",Coral Court Block A4,珊瑚閣Ａ４座,E,"75346"
2023/09/03 00:00:00,"1109967274",New Wealth Mansion,新和富大廈,E,
2023/09/03 00:00:00,"1109967312",Fort Mansion,堡壘大樓,E,"72336"
2023/09/03 00:00:00,"1109967300",Rica Victoria,港輝豪庭,E,"73159"
2023/09/03 00:00:00,"1109967321",,清華樓,E,
2023/09/03 00:00:00,"1109967343",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967338",Universal Towers Block B,宇宙閣Ｂ座,E,"76842"
2023/09/03 00:00:00,"1109967334",Wilmont Court,威明閣,E,"72313"
2023/09/03 00:00:00,"1109967257",Grosvenor Place,,E,
2023/09/03 00:00:00,"1109967311",Repulse Bay Towers,保華大廈,E,"72444"
2023/09/03 00:00:00,"1109967310",Happy House,樂景樓,E,"72324"
2023/09/03 00:00:00,"1109967344",Coral Court Block B3,珊瑚閣Ｂ３座,E,"75346"
2023/09/03 00:00:00,"1109967284",Hanking Court Block B,恆景Ｂ座,E,"79206"
2023/09/03 00:00:00,"1109967289",Repulse Bay Beach Building,,E,
2023/09/03 00:00:00,"1109967337",Flora Garden Block B,富麗園Ｂ座,E,"75348"
2023/09/03 00:00:00,"1109967354",Fu King Court,富景閣,E,
2023/09/03 00:00:00,"1109967287",The Lookout,,E,
2023/09/03 00:00:00,"1109967316",Maiden Court Block B,萬德閣Ｂ座,E,"75349"
2023/09/03 00:00:00,"1109967333",Coral Court Block A3,珊瑚閣Ａ３座,E,"75346"
2023/09/03 00:00:00,"1109967281",Broadview Terrace,雅景臺,E,"72343"
2023/09/03 00:00:00,"1109967304",Hop Yat Church (North Point) The Church of Christ in China,中華基督教會合一堂北角堂,E,"72474"
2023/09/03 00:00:00,"1109967278",Hanking Court Block C,恆景Ｃ座,E,"79206"
2023/09/03 00:00:00,"1109967285",Ching Wah Mansion,清華大廈,E,
2023/09/03 00:00:00,"1109967308",Coral Court Block A5,珊瑚閣Ａ５座,E,"75346"
2023/09/03 00:00:00,"1109967315",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967302",Fok Wah Mansion,福華洋樓,E,"72312"
2023/09/03 00:00:00,"1109967377",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967379",Maple Gardens Phase I,楓林花園第一期,E,"75301"
2023/09/03 00:00:00,"1109967429",Fok Ying Building,福英大廈,E,
2023/09/03 00:00:00,"1109967442",Shetland,瑞蘭,E,"75302"
2023/09/03 00:00:00,"1109967389",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967408",Dragon View Villa,龍景園,E,
2023/09/03 00:00:00,"1109967455",South Bay Public Toilet,南灣公廁,E,
2023/09/03 00:00:00,"1109967447",Hong Kong Parkview Block 14,陽明山莊摘星樓（第十四座）,E,"75493"
2023/09/03 00:00:00,"1109967357",The Jockey Club Cheshire Home,賽馬會慈氏護養院,E,
2023/09/03 00:00:00,"1109967407",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967393",Gala Garden,嘉樂園,E,"72553"
2023/09/03 00:00:00,"1109967399",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967437",Yee Bo Mansion,怡寶洋樓,E,
2023/09/03 00:00:00,"1109967403",Middle Bay No.2 Sewage Pumping Station,中灣（２）號污水泵房,E,
2023/09/03 00:00:00,"1109967384",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967385",Foo Yet Kai Building,胡日皆大廈,E,
2023/09/03 00:00:00,"1109967370",Flora Garden Block A,富麗園Ａ座,E,"75348"
2023/09/03 00:00:00,"1109967430",Wharf Mansions,和富大樓,E,
2023/09/03 00:00:00,"1109967422",Po Fung Building,寶豐大廈,E,
2023/09/03 00:00:00,"1109967361",Wing Po Mansion,永寶大廈,E,"72327"
2023/09/03 00:00:00,"1109967418",Maple Gardens Phase II,楓林花園第二期,E,"75301"
2023/09/03 00:00:00,"1109967431",Delightful Mansion,怡昇洋樓,E,
2023/09/03 00:00:00,"1109967436",Shue Yan University Residential & Amenities Complex,樹仁大學宿舍文康大樓,E,"77355"
2023/09/03 00:00:00,"1109967392",Conwell Mansion,康華大廈,E,
2023/09/03 00:00:00,"1109967362",Orkney,娥蓮,E,"75302"
2023/09/03 00:00:00,"1109967378",Eng Yu Evangelistic Mission,基督教會恩雨堂,E,"72489"
2023/09/03 00:00:00,"1109967419",Chinese International School,漢基國際學校,E,"77358"
2023/09/03 00:00:00,"1109967432",Asia Mansions,亞洲大廈,E,
2023/09/03 00:00:00,"1109967450",Parkview Corner,眺景台,O,"75493"
2023/09/03 00:00:00,"1109967368",Coral Court Block B1,珊瑚閣Ｂ１座,E,"75346"
2023/09/03 00:00:00,"1109967364",Former Ammunition Magazines,彈藥庫遺址,E,
2023/09/03 00:00:00,"1109967371",China Harbour Building,振華大廈,E,
2023/09/03 00:00:00,"1109967401",Beverley Heights Block 2,富豪閣第二座,E,"75347"
2023/09/03 00:00:00,"1109967376",Kung Lee Building,公利大廈,E,"73168"
2023/09/03 00:00:00,"1109967427",Wing Fat Building,榮發大廈,E,
2023/09/03 00:00:00,"1109967400",Repulse Bay Police Reporting Centre,淺水灣警察報案中心,E,
2023/09/03 00:00:00,"1109967449",Hong Kong Parkview Block 17,陽明山莊第１７座,E,"75493"
2023/09/03 00:00:00,"1109967358",Gain Yu Building,僑裕大廈,E,
2023/09/03 00:00:00,"1109967454",Maple Gardens Phase III,楓林花園第三期,E,"75301"
2023/09/03 00:00:00,"1109967409",Kings Court,景興閣,E,"72335"
2023/09/03 00:00:00,"1109967363",Tai Hing Building,大興樓,E,"77015"
2023/09/03 00:00:00,"1109967416",Beverley Heights Block 4,富豪閣第四座,E,"75347"
2023/09/03 00:00:00,"1109967406",Raimondi College Kindergarten Section,高主教書院幼稚園部,E,"72738"
2023/09/03 00:00:00,"1109967445",Yan Woo Building,仁和大廈,E,"73158"
2023/09/03 00:00:00,"1109967398",Ka Bo Building,嘉寶大廈,E,
2023/09/03 00:00:00,"1109967375",Yue Yick Building,裕益大廈,E,
2023/09/03 00:00:00,"1109967360",Coral Court Block A1,珊瑚閣Ａ１座,E,"75346"
2023/09/03 00:00:00,"1109967382",Lady Lily Shaw Hall,邵美珍堂,E,"77355"
2023/09/03 00:00:00,"1109967448",Hong Kong Parkview Block 16,陽明山莊第１６座,E,"75493"
2023/09/03 00:00:00,"1109967369",Flora Garden Block C,富麗園Ｃ座,E,"75348"
2023/09/03 00:00:00,"1109967402",Chinese International School,漢基國際學校,E,"77358"
2023/09/03 00:00:00,"1109967365",Supreme Commercial Building,榮馳商業大廈,E,
2023/09/03 00:00:00,"1109967443",Hong Kong Parkview Block 15,陽明山莊摘星樓（第十五座）,E,"75493"
2023/09/03 00:00:00,"1109967411",Sky Scraper,摩天大廈,E,
2023/09/03 00:00:00,"1109967367",Fortune Court,盈富閣,E,
2023/09/03 00:00:00,"1109967366",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967373",Fortress Heights,富澤軒,E,"72333"
2023/09/03 00:00:00,"1109967390",Teemko Court,添金閣,E,
2023/09/03 00:00:00,"1109967387",Provident Centre Block 16,和富中心第１６座,E,"75248"
2023/09/03 00:00:00,"1109967388",Mary Court,美麗閣,E,"72858"
2023/09/03 00:00:00,"1109967383",St. Jude's Catholic Church,天主教聖猶達聖堂,E,"72738"
2023/09/03 00:00:00,"1109967423",Goldfield Mansion,高發大廈,E,
2023/09/03 00:00:00,"1109967421",Kiangsu Chekiang School Nursery KG Primary & Int'l Section,蘇浙小學暨幼稚園,E,"72584"
2023/09/03 00:00:00,"1109967415",North Cape Commercial Building,北港商業大廈,E,
2023/09/03 00:00:00,"1109967452",Parker's Court,百佳閣,E,"72326"
2023/09/03 00:00:00,"1109967410",Waldorf Apartments,華都大廈,E,
2023/09/03 00:00:00,"1109967412",Seng Ming Court,成明閣,E,"72841"
2023/09/03 00:00:00,"1109967395",Beverley Heights Block 3,富豪閣第三座,E,"75347"
2023/09/03 00:00:00,"1109967404",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967453",Henan Electric Development Building,豫港電力發展大廈,E,
2023/09/03 00:00:00,"1109967359",Coral Court Block C1,珊瑚閣Ｃ１座,E,"75346"
2023/09/03 00:00:00,"1109967391",Max Share Centre,上潤中心,E,
2023/09/03 00:00:00,"1109967380",Provident Centre Block 17,和富中心第１７座,E,"75248"
2023/09/03 00:00:00,"1109967397",Wah Shing Building,華成大廈,E,
2023/09/03 00:00:00,"1109967386",Sunshine Mansion,怡新大廈,E,"72334"
2023/09/03 00:00:00,"1109967439",Glory Rise,港逸軒,E,"72892"
2023/09/03 00:00:00,"1109967381",Riviera Apartments,海灘公寓,E,
2023/09/03 00:00:00,"1109967374",Elgar Mansion,怡家洋樓,E,
2023/09/03 00:00:00,"1109967426",Beverley Heights Block 1,富豪閣第一座,E,"75347"
2023/09/03 00:00:00,"1109967394",Chinese International School,漢基國際學校,E,"77358"
2023/09/03 00:00:00,"1109967424",Quarry Bay School,鰂魚涌小學,E,"79217"
2023/09/03 00:00:00,"1109967433",Tong Shui Road Fresh Water Pumping Station ,糖水道食水抽水站,E,"73164"
2023/09/03 00:00:00,"1109967372",Ming Sau Building,明秀大廈,E,"77357"
2023/09/03 00:00:00,"1109967535",Hong Kong Parkview Block 1,陽明山莊第１座,E,"75493"
2023/09/03 00:00:00,"1109967493",Summit Court Block B2,雲峰大廈Ｂ２座,E,"75345"
2023/09/03 00:00:00,"1109967538",110 Repulse Bay Road House B,１１０淺水灣道Ｂ屋,E,"71663"
2023/09/03 00:00:00,"1109967460",Fulham Court,富蘭苑,E,
2023/09/03 00:00:00,"1109967490",Yik Hon Building,益漢洋樓,E,
2023/09/03 00:00:00,"1109967509",Panarama Terrace Block B2,蕙園Ｂ２座,E,"75344"
2023/09/03 00:00:00,"1109967523",Kiu Kwan Mansion Block A,僑冠大廈Ａ座,E,"76841"
2023/09/03 00:00:00,"1109967530",Java Road Sports Centre,渣華道體育館,O,
2023/09/03 00:00:00,"1109967492",12A South Bay Road House 2,南灣道二座,E,
2023/09/03 00:00:00,"1109967524",Panarama Terrace Block B3,蕙園Ｂ３座,E,"75344"
2023/09/03 00:00:00,"1109967515",Summit Court Block D1,雲峰大廈Ｄ１座,E,"75345"
2023/09/03 00:00:00,"1109967525",Pak Fook Building,百福大樓,E,
2023/09/03 00:00:00,"1109967473",12A South Bay Road House 5,南灣道五座,E,
2023/09/03 00:00:00,"1109967520",Oxford Court Block 2,豐林閣二座,E,"75350"
2023/09/03 00:00:00,"1109967478",Hong Kong Parkview Block 18,陽明山莊第１８座,E,"75493"
2023/09/03 00:00:00,"1109967459",Yen Dack Building,仁德大廈,E,"73165"
2023/09/03 00:00:00,"1109967479",Parkview Corner,眺景台,O,"75493"
2023/09/03 00:00:00,"1109967508",Marvel Building,萬寶大廈,E,
2023/09/03 00:00:00,"1109967555",110 Repulse Bay Road House D,１１０淺水灣道Ｄ屋,E,"71663"
2023/09/03 00:00:00,"1109967467",Hang Lung Bank Eastern Branch Building,恒隆銀行東區分行大廈,E,
2023/09/03 00:00:00,"1109967542",110 Repulse Bay Road House C,１１０淺水灣道Ｃ屋,E,"71663"
2023/09/03 00:00:00,"1109967505",Ruby Court,嘉麟閣,E,"72611"
2023/09/03 00:00:00,"1109967547",Ming Yuen Mansion (2nd Stage) Block B,明園花園洋樓（第二期）Ｂ座,O,"82089"
2023/09/03 00:00:00,"1109967503",Panarama Terrace Block C2,蕙園Ｃ２座,E,"75344"
2023/09/03 00:00:00,"1109967556",Hung Fook Building,鴻福大樓,E,
2023/09/03 00:00:00,"1109967464",Hong Kong Life Guard Club,香港拯溺總會,E,
2023/09/03 00:00:00,"1109967475",Summit Court Block A2,雲峰大廈Ａ２座,E,"75345"
2023/09/03 00:00:00,"1109967495",St. Joan of Arc Secondary School,聖貞德中學,E,"77359"
2023/09/03 00:00:00,"1109967516",Panarama Terrace Block C3,蕙園Ｃ３座,E,"75344"
2023/09/03 00:00:00,"1109967521",Headland Road 5 Substation,赫蘭道五號變壓站,E,
2023/09/03 00:00:00,"1109967533",Hong Kong Parkview Block 11,陽明山莊涵苑（第十一座）,E,"75493"
2023/09/03 00:00:00,"1109967494",Kashi Court,雅怡閣,E,"72331"
2023/09/03 00:00:00,"1109967541",Gulestan,,E,"72443"
2023/09/03 00:00:00,"1109967462",Parade of Shops,,E,
2023/09/03 00:00:00,"1109967552",Monte Villa,明苑,E,
2023/09/03 00:00:00,"1109967553",Metropole Building Block A,新都城大廈Ａ座,E,"78724"
2023/09/03 00:00:00,"1109967458",Echo Peak Tower,寶峰閣,E,"72873"
2023/09/03 00:00:00,"1109967474",12A South Bay Road House 3,南灣道三座,E,
2023/09/03 00:00:00,"1109967468",Panarama Terrace Block A2,蕙園Ａ２座,E,"75344"
2023/09/03 00:00:00,"1109967513",Summit Court Block C2,雲峰大廈Ｃ２座,E,"75345"
2023/09/03 00:00:00,"1109967544",Ming Yuen Mansions (Stage 1) Block D,明園大廈（第一期）Ｄ座,E,"82088"
2023/09/03 00:00:00,"1109967465",Summit Court Block A1,雲峰大廈Ａ１座,E,"75345"
2023/09/03 00:00:00,"1109967501",7th HK Scout Group,香港童軍第七旅總部,E,
2023/09/03 00:00:00,"1109967485",Summit Court Block B1,雲峰大廈Ｂ１座,E,"75345"
2023/09/03 00:00:00,"1109967507",Summit Court Block C1,雲峰大廈Ｃ１座,E,"75345"
2023/09/03 00:00:00,"1109967489",Panarama Terrace Block B1,蕙園Ｂ１座,E,"75344"
2023/09/03 00:00:00,"1109967514",Metropole Building Block C,新都城大廈Ｃ座,E,"78724"
2023/09/03 00:00:00,"1109967496",Ming Court,明園閣,E,"72325"
2023/09/03 00:00:00,"1109967548",13 Headland Road Block 1,,E,
2023/09/03 00:00:00,"1109967528",Java Road Market,渣華道街市,O,
2023/09/03 00:00:00,"1109967536",Parkview Suite,陽明居,O,"75493"
2023/09/03 00:00:00,"1109967527",Kiu Kwan Mansion Block B,僑冠大廈Ｂ座,E,"76841"
2023/09/03 00:00:00,"1109967477",Hong Kong Parkview Block 13,陽明山莊摘星樓（第十三座）,E,"75493"
2023/09/03 00:00:00,"1109967522",Burnside Villa Block G,濱景園Ｇ座,E,"75333"
2023/09/03 00:00:00,"1109967529",Java Road Municipal Services Building,渣華道市政大廈,E,
2023/09/03 00:00:00,"1109967551",Metropole Building Block B,新都城大廈Ｂ座,E,"78724"
2023/09/03 00:00:00,"1109967480",Hilltop,峯景,E,"72339"
2023/09/03 00:00:00,"1109967549",Belgravia,,E,
2023/09/03 00:00:00,"1109967517",Summit Court Block D2,雲峰大廈Ｄ２座,E,"75345"
2023/09/03 00:00:00,"1109967491",12A Suoth Bay Road House 1,南灣道一座,E,
2023/09/03 00:00:00,"1109967488",Nan Chu Mansion,南珠大廈,E,
2023/09/03 00:00:00,"1109967518",Metropole Building Block D,新都城大廈Ｄ座,E,"78724"
2023/09/03 00:00:00,"1109967461",Highgate House School,,E,
2023/09/03 00:00:00,"1109967486",Panarama Terrace Block C1,蕙園Ｃ１座,E,"75344"
2023/09/03 00:00:00,"1109967484",Everwin Building,康威大廈,E,
2023/09/03 00:00:00,"1109967463",Panarama Terrace Block A1,蕙園Ａ１座,E,"75344"
2023/09/03 00:00:00,"1109967469",Splendour Villa,雅景閣,E,
2023/09/03 00:00:00,"1109967543",South Bay Hall,,E,
2023/09/03 00:00:00,"1109967483",Villa Claire,明軒,E,
2023/09/03 00:00:00,"1109967481",Hilltop,峰景,O,"72339"
2023/09/03 00:00:00,"1109967482",North Point High Level Salt Water Pumping Station,北角高地海水抽水站,E,"72338"
2023/09/03 00:00:00,"1109967519",Oxford Court Block 1,豐林閣一座,E,"75350"
2023/09/03 00:00:00,"1109967537",Marble Place,馬寶居,E,
2023/09/03 00:00:00,"1109967466",Ming Yuen Centre,明苑中心,E,
2023/09/03 00:00:00,"1109967510",Hong Kong Parkview Block 12,陽明山莊涵苑（第十二座）,E,"75493"
2023/09/03 00:00:00,"1109967573",Kiu Fai Mansion,僑輝大廈,E,"73170"
2023/09/03 00:00:00,"1109967613",102 Repulse Bay Road B,淺水灣道１０２號Ｂ,E,"77064"
2023/09/03 00:00:00,"1109967580",Ming Yuen Mansions (Stage 1) Block B,明園大廈（第一期）Ｂ座,E,"82088"
2023/09/03 00:00:00,"1109967621",Hong Kong Parkview Block 5,陽明山莊第５座,E,"75493"
2023/09/03 00:00:00,"1109967594",Hong Kong Parkview Block 3,陽明山莊第３座,E,"75493"
2023/09/03 00:00:00,"1109967610",Hong Kong Parkview Block 8,陽明山莊凌雲閣（第八座）,E,"75493"
2023/09/03 00:00:00,"1109967616",Kam Ping Mansion Block D,錦屏樓Ｄ座,E,"76843"
2023/09/03 00:00:00,"1109967653",Siu King Building,兆景大廈,E,
2023/09/03 00:00:00,"1109967589",Braemar Hill Nursery School,寶山幼稚園,E,
2023/09/03 00:00:00,"1109967625",China United Centre,華滙中心,E,
2023/09/03 00:00:00,"1109967609",South Bay Garden Block B,南灣花園Ｂ座,E,"75328"
2023/09/03 00:00:00,"1109967600",Tung Fat Building Block B,東發大廈Ｂ座,E,"76844"
2023/09/03 00:00:00,"1109967631",South Bay Garden Block A,南灣花園Ａ座,E,"75328"
2023/09/03 00:00:00,"1109967626",Monte Villa,,E,
2023/09/03 00:00:00,"1109967607",Kam Ping Mansion Block C,錦屏樓Ｃ座,E,"76843"
2023/09/03 00:00:00,"1109967639",Roca Centre Block 2,樂嘉中心第二座,E,"78725"
2023/09/03 00:00:00,"1109967574",Java Road 108 Commercial Centre,渣華道１０８號商業中心,E,"73172"
2023/09/03 00:00:00,"1109967623",Kam Ping Mansion Block B,錦屏樓Ｂ座,E,"76843"
